title,description,source,date
Carney visits Abu Dhabi as alarm grows over possible UAE role in Sudan’s civil war,Mark Carney's visit to the UAE is the first by a sitting Canadian prime minister since 1983.,thestar.com,2025-11-19T04:00:00-05:00
Mark Carney heads to Abu Dhabi for investment talks then on to G20 in South Africa,Prime Minister Mark Carney is travelling to the Middle East and Africa this week to drum up investment into Canada and to take part in talks o…,thestar.com,2025-11-18T19:47:00-05:00
Insiders say Carney government rejected NDP demands before crucial budget vote,"The opposition NDP wanted the minority Liberal government to devote roughly $10 billion to affordable housing, pharmacare and other priorities.",thestar.com,2025-11-19T12:33:03-05:00
Swedish king and queen in Ottawa for third official visit to Canada,Sweden's King Carl XVI Gustaf and Queen Silvia arrived in Ottawa to begin a three-day state visit. They were welcomed to Rideau Hall by Chief …,thestar.com,2025-11-18T16:51:00-05:00
Mark Carney ‘very pleased’ budget vote passed,"Prime Minister Mark Carney says he is ""very pleased"" the government's budget passed and says it will help Canadians get ahead and protect ""our…",thestar.com,2025-11-18T16:21:00-05:00
B.C. abandons EV rebates to the Feds as it scraps sales mandate of 100% by 2035,"B.C. is scrapping a mandate that every new vehicle sold in the province must be zero-emission by 2035, while announcing any rebates for",thestar.com,2025-11-18T16:15:00-05:00
Conservative MP Stubbs defends missing budget vote after surgery,"OTTAWA - Conservative MP Shannon Stubbs missed Monday's critical budget vote because she is recovering from major surgery, a statement posted …",thestar.com,2025-11-18T16:17:00-05:00
Carney off to the United Arab Emirates tonight before heading to G20 summit,OTTAWA - Prime Minister Mark Carney is travelling to the United Arab Emirates tonight before making his way to South Africa for the G20 Leader…,thestar.com,2025-11-18T15:31:00-05:00
Listen: Behind the scenes of a narrow budget win for Mark Carney’s Liberal government,"Canada avoided a snap election Monday night as the Liberal minority government pushed its federal budget through by a two-vote margin, 170 to 168.",thestar.com,2025-11-19T12:33:03-05:00
Joly says Canada ‘didn’t get enough’ benefits out of F-35 procurement deal,OTTAWA - The Liberal government believes Canada was short changed on industrial benefits out of its contract to purchase American-made F-35 st…,thestar.com,2025-11-18T13:03:00-05:00
Supriya Dwivedi: The budget just barely passing shows that Mark Carney is still a political rookie,The still-new Liberal government is going to have to learn how to compromise.,thestar.com,2025-11-19T12:16:41-05:00
The budget just barely made it + Why rideshare drivers say a new minimum wage law isn’t improving their wages,"Here’s the latest on how the Liberals managed to just barely avoid a winter election, why rideshare drivers are making less even with a new",thestar.com,2025-11-18T07:53:00-05:00
Carney to speak with Trump in Washington at FIFA World Cup draw,"Prime Minister Mark Carney said he plans to visit Washington next week to attend the FIFA World Cup draw, and expects to speak with U.S. President Donald Trump ...",cbc.ca,2025-11-26T21:56:22.000000Z
Prime minister says Premier Tony Wakeham has ‘ambitious agenda’ as the two meet in Ottawa,"Newfoundland and Labrador Premier Tony Wakeham is in Ottawa for a week, and there is a lot to talk about with Prime Minister Mark Carney, at least according to ...",cbc.ca,2025-11-26T15:24:00.000000Z
Carney to announce aid measures for aluminum and steel producers,Prime Minister Mark Carney will announce new aid measures Wednesday aimed at helping Canada's aluminum and steel producers.,cbc.ca,2025-11-26T04:00:43.000000Z
Carney to announce aid measures for steel and lumber sectors,Prime Minister Mark Carney will announce new aid measures Wednesday aimed at helping Canada's steel and lumber sectors.,cbc.ca,2025-11-26T04:00:43.000000Z
Some B.C. Liberal MPs concerned about prospect of a new oil pipeline: sources,"With Prime Minister Mark Carney poised to sign a ""grand bargain"" with Alberta later this week, some B.C. Liberal MPs are raising concerns about Ottawa possibly ...",cbc.ca,2025-11-25T22:23:31.000000Z
Carney says he made a mistake by dismissing Trump questions with 'who cares?',"Prime Minister Mark Carney said Tuesday he should not have been dismissive of reporters' questions about speaking to U.S. President Donald Trump, conceding he u...",cbc.ca,2025-11-25T20:25:59.000000Z
Carney to join Ukraine coalition call amid diplomacy over draft peace plan,,cbc.ca,2025-11-25T14:11:33.000000Z
Migrants' rights groups call on Carney government to withdraw border security bill,"The federal government's border security bill is an open door to violate the rights of migrants and should be dropped, advocacy groups said on Monday on Parliam...",cbc.ca,2025-11-24T23:13:27.000000Z
"Ottawa, Alberta agree to broad outlines of energy deal, including support for pipeline",Prime Minister Mark Carney and Alberta Premier Danielle Smith have agreed to the broad outlines of a memorandum of understanding that would give Alberta special...,cbc.ca,2025-11-24T21:59:17.000000Z
Carney weighing D.C. trip next week after dismissing questions about speaking to Trump,"Prime Minister Mark Carney dodged questions about the last time he spoke to his U.S. counterpart Sunday, saying 'who cares?' when pressed by reporters to say wh...",cbc.ca,2025-11-24T21:26:56.000000Z
Brookfield executive questioned at ethics committee about Carney’s corporate connections,Brookfield Corporation’s chief operating officer agreed Prime Minister Mark Carney likely wouldn’t have as many conflicts to manage if he had sold off his a...,cbc.ca,2025-11-24T20:51:27.000000Z
"Carney, Modi agree to launch negotiations on new Canada-India trade deal: source",Prime Minister Mark Carney and Indian Prime Minister Narendra Modi have agreed to launch negotiations toward a new trade deal called a Comprehensive Economic Pa...,cbc.ca,2025-11-23T16:13:24.000000Z
Carney signs onto AI and technology partnership with India and Australia,Prime Minister Mark Carney has had Canada launch a partnership with India and Australia on emerging technologies while at the G20 summit in South Africa. The tr...,cbc.ca,2025-11-22T15:34:53.000000Z
Carney meets with world leaders as Ukraine faces 'intense' pressure to accept Trump's plan to end war,"Prime Minister Mark Carney is sitting down with the leaders of the U.K., Germany and the president of the European Council on the sidelines of the G20 to talk a...",cbc.ca,2025-11-22T13:26:13.000000Z
Yukon First Nation refutes claim there’s no opposition to grid tie project,Prime Minister Mark Carney recently announced it’s part of his list of “nation-building” projects. The Major Projects Office has only put up $139 million ...,cbc.ca,2025-11-22T12:00:00.000000Z
Carney attends G20 summit with aim to boost trade — and as Canada cuts foreign aid,"Prime Minister Mark Carney’s visit to South Africa for the G20, which will include a meeting with the country’s president, comes as Canada prioritizes boost...",cbc.ca,2025-11-22T07:00:00.000000Z
"Ottawa, Alberta expected to sign new energy sector deal on Thursday: source","Prime Minister Mark Carney and Alberta Premier Danielle Smith are expected to sign an agreement on the future of Alberta's energy sector on Thursday, according ...",cbc.ca,2025-11-21T23:41:51.000000Z
Carney wraps U.A.E. visit with pledge of $70B to be invested in Canada,"Prime Minister Mark Carney says Ottawa is working on a $1-billion project aimed at expanding critical minerals processing capacity in Canada, while securing the...",cbc.ca,2025-11-21T13:51:16.000000Z
Trump's G20 boycott could make room for Canada to advance other trade talks,Prime Minister Mark Carney is headed to the G20 in South Africa where there could be more space to try and advance trade talks with other countries because U.S....,cbc.ca,2025-11-21T09:00:00.000000Z
Is pharmacare on ice? Health minister says no new deals with provinces in the works,"Canada’s public drug insurance program appears to be in limbo, with the Carney government failing to earmark any new money to expand coverage to the rest of t...",cbc.ca,2025-11-21T09:00:00.000000Z
"Carney signs U.A.E. investment pact, launches trade talks during Abu Dhabi visit","Prime Minister Mark Carney signed an investment-protection agreement with the United Arab Emirates on Thursday, during a visit to Abu Dhabi that has involved li...",cbc.ca,2025-11-20T15:06:42.000000Z
"Government seeks to retroactively change law, potentially avoiding paying veterans over federal error",The Carney government’s budget legislation contains an amendment that lawyers representing veterans say is a bid to cover up a decades-long error that led to ...,cbc.ca,2025-11-20T09:00:32.000000Z
Head of civil service defends Carney’s ethics screen at House committee,Privy Council Clerk Michael Sabia — one of two men tasked with preventing Prime Minister Mark Carney from making decisions in office that would benefit his pe...,cbc.ca,2025-11-20T01:09:32.000000Z
"Carney, Smith moving closer to a deal that could include B.C. oil pipeline: source","Prime Minister Mark Carney and Alberta Premier Danielle Smith are moving closer to reaching a deal on the future of Alberta's energy sector, according to a seni...",cbc.ca,2025-11-19T20:30:59.000000Z
Carney heads to U.A.E. hoping to sign investment pact with gulf nation,Prime Minister Mark Carney is slated to meet with United Arab Emirates President Sheikh Mohamed bin Zayed Al Nahyan in Abu Dhabi with the explicit focus on expa...,cbc.ca,2025-11-19T09:00:00.000000Z
